file,start,end,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.120000,0 days 00:00:00.140000,0.1707779,-20.223219,30.700577,-0.063910626,-0.009922949,0.07946495,13.803551,13.585976,12.286853,13.822103,0.0,0.0,0.0,0.0,0.0,0.0,765.1984,1591.2125,-201.0,1681.6466,889.97314,-201.0,2916.4724,797.87067,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.130000,0 days 00:00:00.150000,0.16732334,-19.21033,29.571167,-0.067828186,-0.006087122,0.091541074,13.482132,13.837552,11.902257,16.449957,0.0,0.0,0.0,0.0,0.0,0.0,793.2181,1482.1884,-201.0,1693.0146,854.13696,-201.0,2896.8406,720.3684,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.140000,0 days 00:00:00.160000,0.1638482,-20.078648,30.348999,-0.068770826,-0.0036084552,0.10824739,12.476879,12.820958,12.604936,17.328012,0.0,0.0,0.0,0.0,0.0,0.0,1085.1913,1505.3873,-201.0,1943.042,995.2226,-201.0,3242.6628,750.65314,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.150000,0 days 00:00:00.170000,0.16258073,-19.354658,29.991877,-0.07120357,-0.0023792828,0.11603171,11.897511,12.247388,11.0819845,17.479044,0.0,0.0,0.0,0.0,0.0,0.0,1082.2681,1098.016,-201.0,2088.5356,904.6196,-201.0,3259.905,787.0915,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.160000,0 days 00:00:00.180000,0.15991591,-20.823282,32.315437,-0.07248172,0.0015618996,0.11743113,10.859775,12.179325,13.30661,18.766266,0.0,0.0,0.0,0.0,0.0,0.0,1147.0863,1080.2734,-201.0,2167.2295,978.98236,-201.0,3351.2693,738.98676,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.170000,0 days 00:00:00.190000,0.1578774,-18.970663,31.168573,-0.07511887,0.0014789928,0.11449784,10.787404,11.502332,10.810131,15.305009,0.0,0.0,0.0,0.0,0.0,0.0,876.0557,1114.6129,-201.0,1887.834,914.59595,-201.0,3013.419,771.4749,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.180000,0 days 00:00:00.200000,0.15533012,-20.05241,32.231518,-0.07928155,0.0030941255,0.11401528,10.590944,11.410568,11.437191,14.035,0.0,0.0,0.0,0.0,0.0,0.0,868.5965,1150.4515,-201.0,1893.4517,893.74005,-201.0,3022.075,900.1219,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.190000,0 days 00:00:00.210000,0.1554436,-19.308174,30.484451,-0.07995578,0.0008101957,0.11617007,11.524456,11.625198,11.433637,13.238927,0.0,0.0,0.0,0.0,0.0,0.0,819.22943,1243.2528,-201.0,1785.82,868.13696,-201.0,2906.838,952.5983,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.200000,0 days 00:00:00.220000,0.15849705,-21.292082,31.66929,-0.09209868,0.0061673685,0.1270126,12.062602,11.868506,12.130967,17.611391,0.0,0.0,0.0,0.0,0.0,0.0,1071.2167,1205.1149,-201.0,2049.7656,1064.6864,-201.0,3302.1738,855.49927,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.210000,0 days 00:00:00.230000,0.16442643,-19.978148,30.27301,-0.079448014,0.0033625194,0.13349693,13.077022,10.119892,10.574329,17.082222,0.0,0.0,0.0,0.0,0.0,0.0,1082.5065,1254.2772,-201.0,2061.095,1159.3533,-201.0,3310.5505,765.7986,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.220000,0 days 00:00:00.240000,0.16176826,-21.407343,31.98031,-0.080933064,-0.0016180826,0.12966503,11.776385,9.913785,8.630885,13.633609,0.0,0.0,0.0,0.0,0.0,0.0,920.4965,1459.1837,-201.0,1973.9238,1203.4313,-201.0,3258.5732,827.486,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.230000,0 days 00:00:00.250000,0.16165107,-20.68635,31.09128,-0.06809571,-0.0041752984,0.11882129,12.110349,12.00715,9.846999,11.55544,0.0,0.0,0.0,0.0,0.0,0.0,870.9589,1479.7133,-201.0,1926.0006,978.99396,-201.0,3127.0527,763.543,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.240000,0 days 00:00:00.260000,0.16310094,-21.802992,33.364178,-0.076247446,-0.007389869,0.1043731,11.93123,15.515765,12.083084,9.896085,0.0,0.0,0.0,0.0,0.0,0.0,651.17145,1674.7261,-201.0,1702.5892,1109.8314,-201.0,2854.9763,855.01447,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.250000,0 days 00:00:00.270000,0.1656801,-19.800081,31.553186,-0.06842957,-0.0055127535,0.10180064,12.238027,15.6827545,11.975052,9.93772,0.0,0.0,0.0,0.0,0.0,0.0,601.615,1627.4165,-201.0,1613.8789,1208.0907,-201.0,2605.6948,1062.6202,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.260000,0 days 00:00:00.280000,0.16375221,-19.78961,31.468948,-0.065623336,-0.0062854774,0.09174182,10.541913,12.485829,12.820834,7.345722,0.0,0.0,0.0,0.0,0.0,0.0,628.58466,1545.4994,-201.0,1644.8607,1250.436,-201.0,2695.3816,1078.1665,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.270000,0 days 00:00:00.290000,0.16459596,-18.996557,29.854637,-0.065908015,-0.004366162,0.08792233,10.070055,11.463619,13.42203,8.228322,0.0,0.0,0.0,0.0,0.0,0.0,617.3852,1443.0331,-201.0,1621.2311,1069.7235,-201.0,2693.1245,935.04486,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.280000,0 days 00:00:00.300000,0.17129804,-19.90465,30.818161,-0.07475393,-0.0060895043,0.08215242,10.831066,11.479068,13.230681,8.559806,0.0,0.0,0.0,0.0,0.0,0.0,801.71387,1271.1202,-201.0,1824.2604,882.5572,-201.0,3031.7952,809.27386,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.290000,0 days 00:00:00.310000,0.17095827,-18.761248,30.009607,-0.07586765,-0.007113358,0.085364945,10.359363,12.406918,11.082069,11.93752,0.0,0.0,0.0,0.0,0.0,0.0,559.5688,1333.6904,-201.0,1577.5863,781.45795,-201.0,2652.957,827.1307,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.300000,0 days 00:00:00.320000,0.17248277,-19.649046,31.349451,-0.07502903,-0.007823969,0.09570048,10.900275,13.736092,8.5736065,13.450801,0.0,0.0,0.0,0.0,0.0,0.0,784.9282,1374.3174,-201.0,1755.0331,887.5456,-201.0,2931.0156,927.55396,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.310000,0 days 00:00:00.330000,0.17472129,-18.79821,29.506844,-0.074437685,-0.0038548978,0.10274505,9.896079,14.243533,12.809947,14.685276,0.0,0.0,0.0,0.0,0.0,0.0,885.4051,1274.4062,-201.0,1818.606,824.3029,-201.0,2972.504,689.356,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.320000,0 days 00:00:00.340000,0.1829154,-20.19334,30.253614,-0.08301327,-0.0048526754,0.10746655,10.965694,15.702184,16.667004,13.574899,0.0,0.0,0.0,0.0,0.0,0.0,1090.9078,1211.4243,-201.0,2042.5664,818.2924,-201.0,3230.621,771.3299,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.330000,0 days 00:00:00.350000,0.19042166,-18.59353,27.490349,-0.08113078,-0.008037387,0.10435787,11.463372,14.937612,19.157516,11.869985,0.0,0.0,0.0,0.0,0.0,0.0,874.57983,1104.5519,-201.0,1857.4213,699.01996,-201.0,2948.464,622.9188,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.340000,0 days 00:00:00.360000,0.18706302,-19.87059,29.063202,-0.088192225,-0.0074786916,0.108542316,11.527188,13.841579,17.874609,13.965194,0.0,0.0,0.0,0.0,0.0,0.0,861.7188,1291.0543,-201.0,1785.4121,940.8122,-201.0,2919.0723,928.06396,-201.0
/home/tim/Downloads/klippta_ljudfiler/w31_t01/S2_w31_t1_s25.wav,0 days 00:00:00.350000,0 days 00:00:00.370000,0.18933408,-19.034435,27.761267,-0.08882905,-0.008593932,0.10523423,11.442657,14.761998,19.103958,12.640625,0.0,0.0,0.0,0.0,0.0,0.0,634.35516,1370.0424,-201.0,1645.235,898.29736,-201.0,2759.0261,963.4167,-201.0
